Event Name,Description,Audience,Cycle,Email,Website,Date,Duration,Venue,City,Country
SALON DU MARIAGE - PONTIVY 2024,"Pontivy Wedding Fair. New trends, the best providers in your region. Wedding dresses, costumes, jewelers, announcements, decoration, florists, wedding planner, hairstyles, accessories, caterers, photographers, videographers...",Public,once a year,contact@mariagemixmedia.com,http://salons-mariage.net/,2024-01-20,2,Parc des expositions - Salle Safire,Pontivy,France
"LE SALON ARTS, COMMUNICATION ET NUMÉRIQUE DE LYON 2023","Salon dédié aux formations artistiques, de communication et numériques. Les écoles présentes seront à votre écoute pour vous parler des cursus possibles afin de peaufiner votre projet d’études et trouver l’établissement qui vous correspond",Public,once a year,info@letudiant.fr,http://salon-arts-communication-et-numerique-lyon.salon.letudiant.fr/,2023-11-18,1,Centre de Congrès de Lyon (Cité Internationale),Lyon,France
ANIMAL ART - PARIS 2023,International Exhibition of Contemporary Animal Artists,Public,once a year,contact@sofrexpo.com,http://www.animalartparis.com/,2023-11-17,3,Hippodrome d'Auteuil,Paris,France
"LE SALON SANTÉ, SOCIAL, PARAMÉDICAL ET SPORT DE RENNES 2023","Responsibles and students from faculties of medicine and pharmacy, health schools, pre-medical courses, paramedical, social and nursing schools... will be presents to tell you about possible courses and admission requirements",Public,once a year,info@letudiant.fr,http://salon-sante-social-paramedical-et-sport-rennes.salon.letudiant.fr/,2023-11-18,1,Parc-Expo de Rennes-Aéroport,Rennes,France
G! COME GIOCARE 2023,Toys & Games Fair,Public,once a year,info@gcomegiocare.it,http://www.gcomegiocare.it/,2023-11-17,3,Fiera Milano City,Milan,Italy
IL SALONE DELLO STUDENTE - NIZZA 2023,"Nice (France) Student's Exhibition. A unique opportunity to meet and learn about all the post-graduate opportunities, in Italy and abroad",Public,once a year,salonedellostudente@class.it,http://www.salonedellostudente.it/,2023-11-17,2,Nice Acropolis,Nice,France
SALON DES VINS DES VIGNERONS INDÉPENDANTS - LILLE 2023,"Wine fair for independent winegrowers. At the Vignerons Indépendants wine fairs, you will meet the winegrowers themselves who, each with their own words, will tell you about their story, their wine, their profession",Public,once a year,manifestations@vigneron-independant.com,http://www.vigneron-independant.com/salons-list,2023-11-17,4,Lille Grand Palais,Lille,France
MILANO AUTOCLASSICA 2023,Milan Classic Car Show,Public,once a year,mail@orgacom.it,http://www.milanoautoclassica.com/,2023-11-17,3,"Fiera Milano, Rho",Milan,Italy
SALON STUDYRAMA DES ETUDES SUPÉRIEURES DE DIJON 2023,Student and Training Fair in Dijon,Public,once a year,salons@studyrama.com,http://www.studyrama.com/salons/salon-studyrama-des-etudes-superieures-de-dijon-25,2023-11-17,2,Parc des Expositions et Congrès de Dijon,Dijon,France
GAMES&CO 2023,"The gaming, comics, entertainment, fantasy and cosplay fair in Pordenone",Public,once a year,infofiere@fierapordenone.it,http://www.gamesandco.net/,2023-11-18,2,Pordenone Fiere,Pordenone,Italy
ART TO PLAY 2023,Games and entertainment fair in the Greater West of France,Public,once a year,exponantes@exponantes.com,http://www.art-to-play.fr/,2023-11-18,2,Exponantes - La Beaujoire,Nantes,France
LE SALON EUROPÉEN DE L'ÉDUCATION DE PARIS 2023,"European student fair. The perfect place to think about your career plans, your future profession, and build your study path",Public,unknown,info@letudiant.fr,http://salon-education.salon.letudiant.fr/,2023-11-17,3,Paris Expo Porte de Versailles,Paris,France
IO-CREO 2023,"'IO CREO, dai vita alle tue idee', the fair dedicated to creativity and hobby for the creatives of north east Italy",Public,once a year,stefania@io-creo.it,http://io-creo.it/,2023-11-17,3,Pordenone Fiere,Pordenone,Italy
VISAGE 2023,Medical Aesthetics and Anti-Aging Congress,Public,once a year,informamarkets@informa.com,http://www.euromedicom.com/visage/en.html,2023-11-17,2,Grimaldi Forum,Monaco,Monaco
ART3F MULHOUSE 2023,"International Contemporary Art Expo in Mulhouse. Art3f hosts galleries, painters, sculptors, photographers and performers",Public,every 2 years,info@art3f.com,http://www.art3f.fr/mulhouse-art-fair-fr,2023-11-17,3,Mulhouse - Parc des Expositions,Mulhouse,France
FOTOMERCATO 2023,"Exhibition-exchange of antiques, second-hand goods and digital photography",Public,twice a year,infofiere@fierapordenone.it,http://fotomercato.com/,2023-11-18,2,Pordenone Fiere,Pordenone,Italy
ZAK WORLD OF FAÇADES - GERMANY 2023,Zak World of Façades is an International conference series on façade design & engineering,Public,once a year,info@zakgroup.com,http://zakworldoffacades.com/,2023-11-16,1,Frankfurt,Frankfurt,Germany
LE SALON DES GRANDES ÉCOLES DE LYON 2023,"Grandes Ecoles Fair, engineering and business schools. The different schools will be happy to present you their courses in order to help you choose your path and find the right school",Public,once a year,info@letudiant.fr,http://salon-grandes-ecoles-lyon.salon.letudiant.fr/,2023-11-18,1,Centre de Congrès de Lyon (Cité Internationale),Lyon,France
INTERCLASSICS BRUSSELS 2023,International Old-Timer Classic Car Show,Public,once a year,interclassics@mecc.nl,http://interclassics.be/en,2023-11-17,3,Brussels Exhibition Centre,Brussels,Belgium
FUN AND GAMES FAIR - LET’S PLAY FESTIVAL 2023,Targi Gra i Zabawa (Fun and Games Fair) and Festiwal Gramy (Let’s Play Festival) have both business and educational-entertainment purposes,Public,once a year,sekretariat@mtgsa.com.pl,http://graizabawa.pl/en,2023-11-18,2,Amberexpo,Gdansk,Poland
BERNER FOSSILIEN- UND MINERALIENBÖRSE 2023,Fair for Fossils & Minerals,Public,once a year,info@bernexpo.ch,http://www.mfbe.ch/b%C3%B6rse,2023-11-18,2,BernExpo AG,Bern,Switzerland
SALON AUTO MOTO - CAEN 2023,"A wide range of cars, motorcycles and utility vehicles all in one place",Public,once a year,info@caen-evenements.com,http://www.caen-evenements.com/agenda,2023-11-17,3,Parc des expositions de Caen,Caen,France
JOURNÉES DE L'INNOVATION EN BIOLOGIE 2023,"Annual meeting of Clinical Biology. The JIB combines an expanding exhibition with a top level scientific biomedical congress. For Liberal and hospital biologists, internship students, researchers, laboratories technicians and secretaries…",Public,once a year,jib@overcome.fr,http://jib-innovation.com/fr_FR,2023-11-17,2,Palais des Congrès de Paris Porte Maillot,Paris,France
BABINI MÜNCHEN 2023,"The BABINI Expo gathers international and national players, regional dealers and individual providers from all sectors around the topics of pregnancy, baby and child",Public,once a year,info@babywelt-messe.de,http://www.fleet-events.de/babini,2023-11-17,3,"M,O,C,",Munich,Germany
100% HOTEL SHOW 2023,"Hospitality & Tourism Industry Exhibition in Greece. The Visitors of the 100% Hotel Show come from all the tourism sectors. Hoteliers, architects, interior designers, travel agents, tour operators, media, investors...",Public,once a year,info@hotelshow.gr,http://www.hotelshow.gr/en,2023-11-18,3,MEC - Mediterranian Exhibition Center,Athens,Greece
"LE SALON SANTÉ, SOCIAL, PARAMÉDICAL ET SPORT DE LYON 2023","Responsibles and students from faculties of medicine and pharmacy, health schools, pre-medical courses, paramedical, social and nursing schools... will be presents to tell you about possible courses and admission requirements",Public,once a year,info@letudiant.fr,http://salon-sante-social-paramedical-et-sport-lyon.salon.letudiant.fr/,2023-11-18,1,Centre de Congrès de Lyon (Cité Internationale),Lyon,France
SOFISTICAT 2024,Bucharest International Cat Show,Public,once a year,romexpo@romexpo.ro,http://www.sofisticat.ro/,2024-03-01,1,Romexpo,Bucharest,Romania
FÊTE DES GRANDS VINS DE BOURGOGNE 2023,Fair of Great Burgundy Wines. Come and discover the flavors of Burgundy in your glass among the 3000 references available to you,Public,once a year,cavb@cavb.fr,http://www.fetedesgrandsvins.fr/,2023-11-17,2,Palais des Congrès - Beaune,Beaune,France
ONA&ON 2023,Lublin Wedding Fair,Public,once a year,info@targi.lublin.pl,http://www.mtp.pl/pl/kalendarium,2023-11-18,2,Trade and Exhibition Center - Targi Lublin,Lublin,Poland
SJACHERBEURS - GENT 2023,"Fair for Buying, Trading and Selling",Public,twice a year,info@flandersexpo.be,http://sjacherbeurs.be/,2023-11-18,2,Flanders Expo,Ghent,Belgium
GREENTECH FORUM 2023,GreenTech Forum is the professional event dedicated to reducing the environmental footprint of digital technology. For a responsible digital strategy within your organization,Public,once a year,contact@formulemagique.com,http://www.greentech-forum.com/,2023-11-21,2,Le Beffroi de Montrouge,Montrouge,France
VIENNA COMIC CON 2023,Comic and Entertainment Fair. The Top-Event for pop culture and gaming in Austria,Public,once a year,office@expo-experts.at,http://www.viecc.com/,2023-11-18,2,Messezentrum Wien (Vienna Exhibition Centre),Vienna,Austria
STOFFEN SPEKTAKEL LEUVEN 2023,Expo of fabrics and textiles. Experience the latest fashion and warm colors at the cozy fabric markets,Public,twice a year,info@stoffenspektakel.nl,http://www.stoffenspektakel.nl/,2023-11-19,1,Brabanthal,Leuven,Belgium
MINERALS BRNO 2023,"International Sales Exhibition of Minerals, Fossils, Jewels and Natural Products",Public,twice a year,omacalikova@bvv.cz,http://www.bvv.cz/en/calendar-of-trade-fairs-events,2023-11-18,2,Brno Exhibition Centre,Brno,Czech Republic
SALON DE L'HABITAT DE VANNES 2023,Vannes Home and Real Estate Show,Public,once a year,contact@deficom-evenements.fr,http://www.deficom-evenements.fr/prochains-salons,2023-11-18,3,"Le Chorus, Parc des expositions",Vannes,France
SALON DU MARIAGE - METZ 2023,Wedding Fair of Metz,Public,once a year,contact@a3lor.com,http://www.jepreparemonmariage.fr/les-salons,2023-11-18,2,Metz - Centre International des Congrès et Foires Expositions,Metz,France
SALON DES VINS ET DE LA GASTRONOMIE - QUIMPER 2023,"The fairs « Vins & Gastronomie » offer artisans the opportunity to showcase their know-how and share their passion for good products with the public. Hundreds of producers, winegrowers, distributors and artisans in the catering trade",Public,twice a year,salondesvinsetdelagastronomie@gl-events.fr,http://quimper-evenements.fr/public/agenda,2023-11-18,3,Parc des expositions Quimper Cornouaille,Quimper,France
"SALON STUDYRAMA DES FORMATIONS ART, COMMUNICATION ET DIGITAL ET CINEMA DE TOULOUSE 2023","To help you build your career plans, many professionals and specialists from the art, communication, film and digital sectors will be happy to discuss topics related to the various professions and job opportunities",Public,unknown,salons@studyrama.com,http://www.studyrama.com/salons/salon-studyrama-des-formations-art-communication-190,2023-11-18,1,MEETT - Parc des Expositions et Centre de Conventions,Toulouse,France
TARGI GRA I ZABAWA - GAME AND FUN FAIR 2023,Polish Game and Fun Fair,Public,once a year,sekretariat@mtgsa.com.pl,http://graizabawa.amberexpo.pl/,2023-11-18,2,Amberexpo,Gdansk,Poland
PUCES VINTAGE DE METZ 2023,"About thirty vintage exhibitors are taking part in the event to offer you a wide choice of furniture, decoration or retro objects",Public,once a year,info@metz-expo.com,http://www.metz-expo.com/agenda-evenement-metz,2023-11-18,2,Metz - Centre International des Congrès et Foires Expositions,Metz,France
FAST TEXTILE 2023,"International Textile Fair. Fast Textile will assemble Polish and International manufacturers, importers of yarn, fabrics, knits, accessories, textile & clothing machinery and service providers from the textile industry",Public,once a year,info@ptakexpo.com.pl,http://fasttextile.com/,2023-11-21,3,Ptak Warsaw Expo,Warsaw,Poland
SOMERSET SOUTH WEST HOMEBUILDING AND RENOVATING SHOW 2023,"Homebuilding and Renovating Show. Building, renovating, extending or improving your home? At The Somerset South West Homebuilding & Renovating Show you’ll find all the inspiration, ideas, specialist services & products you need to create your dream home",Public,once a year,melodie.marco@centaur.co.uk,http://www.homebuildingshow.co.uk/,2023-11-18,2,Bath & West Showground,Shepton Mallet,UK - United Kingdom
ENERGETICS 2023,Polish Energy Industry Fair,Public,once a year,k.steplewska@targi.lublin.pl,http://energetics.targi.lublin.pl/,2023-11-21,3,Trade and Exhibition Center - Targi Lublin,Lublin,Poland
FAST TEXTILE – INTERNATIONAL TEXTILE FAIR 2023,The 'Fast Textile Fair' is an International Textile Trade Fair organized annuall. The event focuses on presenting the latest trends and innovations in the textile industry and enables business contacts to be established between exhibitors and visitors,Public,once a year,info@warsawexpo.eu,http://fasttextile.com/en,2023-11-21,3,Ptak Warsaw Expo,Warsaw,Poland
SALON DU LYCÉEN ET DE L'ETUDIANT DE NICE 2023,"Student Fair. The 'Salon de l'Étudiant' is an opportunity to discover all the training courses from bac to Bac + 5, in initial or work-study training, offered in public or private institutions, in all fields of activity",Public,once a year,info@letudiant.fr,http://salon-du-lyceen-et-de-l-etudiant-nice.salon.letudiant.fr/,2023-11-18,1,Palais des Expositions de Nice,Nice,France
SALON DE L'ETUDIANT D'AIX-EN-PROVENCE 2023,"Student fair. The perfect place to think about your career plans, your future profession, and build your study path",Public,once a year,info@letudiant.fr,http://salon-de-l-etudiant-aix-en-provence.salon.letudiant.fr/,2023-11-18,1,Arena du Pays d'Aix,Aix-en-Provence,France
CHILD IN THE CITY CONFERENCE 2023,This conference is the place to be for all cities and scientists focusing on the theme of a local child friendly policy,Public,once a year,mbrons@childinthecity.com,http://www.childinthecity.org/conferences,2023-11-20,3,Brussels,Brussels,Belgium
RUNWAY MONDAY AT NEWARK ANTIQUES AND COLLECTORS FAIR 2023,"Antiques and Collectors Fair. Discover at the Runway Monday at Newark Antiques and Collectors Fair vintage fashions & jewellery, items of antique furniture, textiles. Over 600 stalls bursting with antiques!",Public,unknown,enquiries@iacf.co.uk,http://www.iacf.co.uk/runway-newark,2023-11-20,1,Newark & Notts Showground,Newark-on-Trent,UK - United Kingdom
SALON DES FORMATIONS ET MÉTIERS DU LUXE 2023,Student Fair dedicated to Luxury Industry,Public,once a year,salons@studyrama.com,http://www.studyrama.com/salons/salon-des-formations-du-luxe-paris-78,2023-11-18,1,Paris Event Center - La Villette,Paris,France
SALON DES FORMATIONS INTERNATIONALES DE GENÈVE 2023,"International training and career fair. The Geneva International Training and Careers Fair is aimed at post-baccalaureate pupils, students, young graduates and employees wishing to give an international dimension to their career",Public,once a year,salons@studyrama.com,http://www.studyrama.com/salons/salon-studyrama-des-formations-internationales-de-geneve-251445,2023-11-18,1,OptimHall,Geneve,Switzerland
