event_name,description,audience,cycle,website,email,date_uncertain,date,duration_days,venue_name,city,state,country
BOSTON MARATHON EXPO 2024,The Boston Marathon Expo is widely recognized as the running industry’s premier Expo for new products and services,Public,once a year,http://www.baa.org/boston-marathon-expo,expo@baa.org,True,2024-04-01,1,Hynes Convention Center,Boston,MA,USA
ISA CALGARY SHOW 2024,The ISA Calgary Show aims to connect the automation industry with the latest ideas and technology. Get up to speed with the products and innovations at the forefront of the industry,Public,every 2 years,http://www.isacalgary.com/,info@dmgevents.com,True,2024-04-01,1,,,,Canada
HOME IMPROVEMENT & DESIGN EXPO - LAKEVILLE 2024,"Home Improvement & Design Show. Home Improvement & Design Expo LAKEVILLE is for decorators, builders, remodelers, designers, suppliers and other professionals with expertise in the home improvement and design industry",Public,once a year,http://minnesotahomeshows.com/show-schedule,contact@minnesotahomeshows.com,True,2024-04-01,1,Hasse Arena,Lakeville,MN,USA
SMALL BUSINESS EXPO PORTLAND 2024,"Business Trade Show. Small Business Expo brings together thousands of business owners and decision-makers to network, attend business critical workshops, build new business relationships and shop from vendors that provide unique products & services",Public,once a year,http://www.thesmallbusinessexpo.com/city/portland,info@theshowproducers.com,True,2024-04-01,1,"Portland, OR",Portland,OR,USA
GOODGUYS NORTH CAROLINA NATIONALS 2024,"Finest Car Fair in Raleigh. GOODGUYS NORTH CAROLINA NATIONALS features attractive hot rods, muscle automobiles, classic vehicles, vintage models, trucks, Tools & kits, Street machines, automotive, used cars, customized personal vehicles",Public,once a year,http://www.good-guys.com/,,True,2024-04-01,1,NC State Fairgrounds,Raleigh,NC,USA
WORLD VACCINE CONGRESS WASHINGTON 2024,World Vaccine Congress remains the industry’s definitive vaccine industry event for major vaccine players and their respective senior level representatives,Public,once a year,http://www.terrapinn.com/conference/world-vaccine-congress-washington/index.stm,enquiry.us@terrapinn.com,False,2024-04-01,4,,,,USA
EXPOFOREST 2024,Fair of Natural Forestry in Bolivia,Public,once a year,http://fexpocruz.com.bo/ferias/expoforest,expoforest@fexpocruz.com.bo,True,2024-04-01,1,Feria Exposicion de Santa Cruz,Santa Cruz de la Sierra,,Bolivia
SAN FRAN-NOR CAL FLOWER & GARDEN SHOW 2024,"Flower & Garden Show. The San Francisco Flower & Garden Show features Edible gardening workshops, cooking démonstrations, seminars on design and horticulture",Public,once a year,http://norcalgardenshow.com/,info@sfgardenshow.com,True,2024-04-01,1,"Cal Expo, Sacramento",Sacramento,CA,USA
ARCHITECT @ WORK - CANADA 2024,"Exhibition for Architecture & Interior Design. ARCHITECT@WORK gives you the opportunity to get into contact with: architects, interior architects, designers, engineering bureaus, project developers, technical services, towns & district councils",Public,every 2 years,http://www.architectatwork.ca/,canada@architectatwork.com,True,2024-04-01,1,,,,Canada
SMALL BUSINESS EXPO CHARLOTTE 2024,"Business Trade Show. Small Business Expo brings together thousands of business owners and decision-makers to network, attend business critical workshops, build new business relationships and shop from vendors that provide unique products & services",Public,once a year,http://www.thesmallbusinessexpo.com/city/charlotte,info@theshowproducers.com,True,2024-04-01,1,Charlotte Convention Center,Charlotte,NC,USA
PORTLAND HOUSE & OUTDOOR LIVING SHOW 2024,"This home show brings together homeowners and the area's top remodeling and building experts. Every aspect of the home can be explored, from the smallest design detail to the largest house addition",Public,once a year,http://www.homeshowcenter.com/overview/portland3,info@homeshowcenter.com,False,2024-04-05,3,,,,USA
ANTIGO ICE ARENA GUN SHOW 2024,"Arms & Ammunition Fair. ANTIGO ICE ARENA GUN SHOW showcase automatic firearms, hunting knife, handguns, gun magazine, cartridges, ear plugs, flashlights, sharpening tool, holsters, Indian artifacts, laser optics and buletproof jacket",Public,twice a year,http://gunshowtrader.com/gun-shows/antigo-ice-arena-gun-show,,False,2024-04-05,3,Ice Arena Antigo,Antigo,WI,USA
THE FRANCHISE EXPO - SASKATOON 2024,North America's Franchise & Business Opportunities Event. THE FRANCHISE EXPO showcases the fastest growing franchises & business opportunities with thousands of potential franchisees & business partners eager ready to invest,Public,once a year,http://www.franchiseshowinfo.com/saskatoon-visitor,info@nationalevent.com,True,2024-04-01,1,Prairieland Park,Saskatoon,SK,Canada
WINNIPEG HOME +GARDEN SHOW 2024,"Winnipeg, MB Home & Garden Show",Public,once a year,http://winnipeghomeandgardenshow.com/,jessicab@marketplaceevents.com,False,2024-04-04,4,"RBC Convention Centre, Winnipeg",Winnipeg,MB,Canada
SMALL BUSINESS EXPO SALT LAKE CITY 2024,"Business Trade Show. Small Business Expo brings together thousands of business owners and decision-makers to network, attend business critical workshops, build new business relationships and shop from vendors that provide unique products & services",Public,once a year,http://www.thesmallbusinessexpo.com/city/salt-lake-city,info@theshowproducers.com,True,2024-04-01,1,,,,USA
WORLD TRAVEL MARKET LATIN AMERICA 2024,BtoB event presenting destinations and industry sectors to Latin America & International travel professionals. At World Market Travel gain immediate competitive advantage for your business & stay abreast with the latest developments in the industry,Public,once a year,http://www.wtm.com/latin-america/en-gb.html,rxinfo@reedexpo.co.uk,False,2024-04-02,3,,,,Brazil
THE FRANCHISE EXPO - VANCOUVER 2024,North America's Franchise & Business Opportunities Event. THE FRANCHISE EXPO showcases the fastest growing franchises & business opportunities with thousands of potential franchisees & business partners eager ready to invest,Public,once a year,http://www.franchiseshowinfo.com/vancouver/visitor,info@nationalevent.com,False,2024-04-06,2,Vancouver Convention Centre,Vancouver,BC,Canada
ARROWHEAD HOME & BUILDERS SHOW 2024,"Home & Builders Show. Arrowhead Home & Builders Show will feature hundreds of exhibits and displays with the newest and most exciting products on the market for home, better living, landscaping designs, building materials, decorating ideas, remodeling...",Public,once a year,http://www.shamrockprod.com/,,False,2024-04-04,4,Duluth Entertainment Convention Center,Duluth,MN,USA
ISS WORLD EXPO 2024,"Inside Self-Storage (ISS) World Expo is where the self-storage community came together for fours days of inspiration, learning and invaluable networking opportunities",Public,once a year,http://www.issworldexpo.com/en/Home.html,registration.advmfg@informa.com,False,2024-04-02,4,Caesars Palace,Las Vegas,NV,USA
EVERYTHING BUT THE GARAGE 2024,"Fredericksburg's Largest Indoor Garage Sale & Flee market. EVERYTHING BUT THE GARAGE will enable visitors to shop tons of second-hand household items, sporting equipment, clothing, furniture & so much more",Public,twice a year,http://www.supergiganticgaragesale.com/,phoch@bmg1.com,True,2024-04-01,1,,,,USA
INSIDE SELF-STORAGE WORLD EXPO - ISS EXPO 2024,"The Inside Self-Storage World Expo is the self-storage industry's largest, most comprehensive conference and tradeshow",Public,once a year,http://www.issworldexpo.com/,Troy.Bix@informa.com,False,2024-04-02,4,Caesars Palace,Las Vegas,NV,USA
FILBO - FERIA INTERNACIONAL DEL LIBRO DE BOGOTA 2024,Bogota International Book Fair. One of the most important cultural events in the Spanish-speaking world,Public,once a year,http://www.feriadellibro.com/,info@corferias.com,False,2024-04-17,16,,,,Colombia
FIDAE 2024,International Air Show,Public,every 2 years,http://www.fidae.cl/en,central@fidae.cl,False,2024-04-09,6,Aeropuerto Internacional Arturo Merino Benítez,Santiago,,Chile
MRO AMERICAS 2024,"MRO Americas gathers the airline supply chain to network, learn and define the commercial aviation maintenance industry. Conference and Exhibition",Public,once a year,http://mroamericas.aviationweek.com/,virginia.gongora@aviationweek.com,False,2024-04-09,3,,,,USA
FRANCHISE EXPO WEST 2024,"Premier franchise event in the growing West Coast market. WCFE provides the perfect opportunity for hundreds of franchise concepts, representing every industry to meet face-to-face with the region’s most qualified prospects",Public,once a year,http://www.franchiseexpo.com/west,Linda.Thompson@comexposium.com,False,2024-04-12,2,,,,USA
AIAA DEFENSE FORUM 2024,"The AIAA Defense and Security Forum (AIAA DEFENSE Forum) is a classified SECRET/NoFORN meeting for technical, programmatic, and policy issues pertaining to aerospace defense within U.S. national security",Public,once a year,http://www.aiaa.org/events-learning/Forums,chriss@aiaa.org,False,2024-04-16,3,Kossiakoff Center at Johns Hopkins University,Laurel,MD,USA
EXPO SEGURIDAD INDUSTRIAL MEXICO 2024,"The largest event for the security industry in Latin America. A 3-day event with technology, solutions and knowledge for manufacturers, distributors, integrators and users, national and foreign, who meet annualy to interact, update and exchange",Public,once a year,http://www.exposeguridadindustrial.com/en-gb.html,info@exposeguridad.com,False,2024-04-16,3,,,,Mexico
HOME IMPROVEMENT & DESIGN EXPO - VICTORIA 2024,"Home Improvement & Design Show. Home Improvement & Design Expo VICTORIA will enable you to meet decorators, builders, remodelers, designers, suppliers and other professionals with expertise in the home improvement and design industry",Public,once a year,http://minnesotahomeshows.com/show-schedule,contact@minnesotahomeshows.com,False,2024-04-13,1,Victoria Recreation Center,Victoria,MN,USA
FA&M (FOOD AUTOMATION & MANUFACTURING CONFERENCE & EXPO) 2024,"Food Automation & Manufacturing Conference and Expo. FA&M brings food & beverage processors and suppliers together to gain valuable information on the latest trends technologies in manufacturing, automation, sustainability and food safety",Public,once a year,http://www.foodautomationconference.com/,whalenm@bnpmedia.com,False,2024-04-07,3,Hyatt Regency Coconut Point,Bonita Springs,FL,USA
ALSMS ANNUAL CONFERENCE ON ENERGY-BASED MEDICINE & SCIENCE 2024,The premier international meeting in the field of medical lasers and energy-based technologies,Public,once a year,http://www.aslms.org/annual-conference,information@aslms.org,False,2024-04-11,4,Orange County Convention Center,Baltimore,MD,USA
WORLD’S LEADING WINES NEW YORK 2024,"Sourcing Event for Wine Importers & Distributors. The World’s Leading Wines events are series of targeted trade tastings, networking events and dinners attended exclusively by the head wine buyers from leading importers and distributors",Public,once a year,http://theworldsleadingwines.com/events_usa/newyork,info@worldsleadingwines.com,False,2024-04-15,1,Stewart Hotel New York,New York,NY,USA
LUXURY BRIDAL EXPO CHICAGO OAK BROOK 2024,"Luxury Bridal Exhibition in Chicago. LUXURY BRIDAL EXPO CHICAGO features Bridal Gowns & Shops, Accessories and Fashion Jewelry, Party & Activities providers, Beauty, Lifestyle and Wellness products, Caterers, Wedding Dresses, Event Planners",Public,once a year,http://www.bridalshowexpo.com/,info@BridalShowExpo.com,False,2024-04-07,1,Chicago Marriott Oak Brook,Chicago,IL,USA
NATIONAL HEAVY EQUIPMENT SHOW 2024,"Heavy Equipment Show - Construction, Road Building, Land Improvement, Infrastructure",Public,every 2 years,http://www.nhes.ca/,info@masterpromotions.ca,False,2024-04-11,2,,,,Canada
PHARMACY U - TORONTO 2024,"Pharmacy U is a unique conference designed to help pharmacists link dispensary, frontshop, and counseling solutions for a more successful pharmacy",Public,once a year,http://pharmacyu.ca/,events@ensembleiq.com,False,2024-04-13,1,"The International Centre, Toronto",Toronto,ON,Canada
BAY BRIDGE BOAT SHOW 2024,"Trade fair for boat industry and sailing items. BAY BRIDGE BOAT SHOW features new power boats, sail boats, yachts, luxury boats, catamarans, trimarans, advanced tools, boating accessories, navigational gadgets, high-tech electronics, fishing gears",Public,once a year,http://www.annapolisboatshows.com/bay-bridge-boat-show,info@annapolisboatshows.com,False,2024-04-12,3,Bay Bridge Marina Stevensville,Annapolis,MD,USA
SOUTHERN IDEAL HOME SHOW - RALEIGH 2024,"Trade show dedicated to Building, Home Improvement & Garden. Southern Ideal Home Show provides an opportunity to showcase products, services to homeowners & lifestyle enthusiasts that are interested in home improvement & outdoor living",Public,twice a year,http://raleighfairgroundshomeandgardenshow.com/,rosannah@marketplaceevents.com,False,2024-04-12,3,NC State Fairgrounds,Raleigh,NC,USA
PINTASTIC PINBALL & GAME ROOM EXPO 2024,"Event for pinball lovers in New England region. PINTASTIC PINBALL & GAME ROOM EXPO features caricature artist, face painting, balloon animals, magic show, pinball games, auction, clown act, food, online & video games",Public,once a year,http://www.pintasticnewengland.com/,david@pintasticne.com,False,2024-04-11,4,Royal Plaza Hotel & Trade Center,Marlborough,MA,USA
BATESVILLE GUN SHOW 2024,"Guns & Knives show. BATESVILLE GUN SHOW presents all types of firearms, combat knives & swords, rifle spokes, laser sights, hunting gears, muzzle loading, cartridges, holsters, knife sharpening tools, self defense training at Discount Prices",Public,twice a year,http://www.bigpopgunshows.com/services,bigpopfireworks@gmail.com,False,2024-04-13,2,Batesville Civic Center,Batesville,MS,USA
FAIRGROUNDS SOUTHERN IDEAL HOME SHOW (SPRING) 2024,"Raleigh, NC Home Show. Innovative Products and Hundreds of Experts all Under One Roof",Public,once a year,http://raleighfairgroundshomeandgardenshow.com/,rosannah@marketplaceevents.com,False,2024-04-12,3,NC State Fairgrounds,Raleigh,NC,USA
EQUIPOTEL 2024,"International Trade Show of Equipment, Products, Services, Food and Beverage to Hotels, Motels, Flat Services, Restaurants, Bars, Snack Bar, Fast Food Restaurants, Food Service Industry and Laundries",Public,once a year,http://www.equipotel.com.br/,comercial@equipotel.com.br,False,2024-09-17,4,,,,Brazil
